dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
01;2020-03-19;1;0;0;0
01;2020-03-20;0;0;0;1
01;2020-03-21;4;0;0;0
01;2020-03-22;3;1;0;1
01;2020-03-23;14;1;0;5
01;2020-03-24;11;1;0;4
01;2020-03-25;13;2;0;5
01;2020-03-26;14;3;2;2
01;2020-03-27;14;2;0;0
01;2020-03-28;7;3;1;3
01;2020-03-29;10;2;3;3
01;2020-03-30;19;6;4;1
01;2020-03-31;20;0;1;10
01;2020-04-01;38;14;2;10
01;2020-04-02;33;7;2;19
01;2020-04-03;14;3;3;13
01;2020-04-04;25;9;5;9
01;2020-04-05;12;4;2;3
01;2020-04-06;10;2;1;6
01;2020-04-07;15;3;2;5
01;2020-04-08;19;8;4;9
01;2020-04-09;12;3;4;8
01;2020-04-10;17;2;5;8
01;2020-04-11;7;3;2;15
01;2020-04-12;4;2;0;4
01;2020-04-13;12;1;2;3
01;2020-04-14;14;1;2;5
01;2020-04-15;35;0;6;28
01;2020-04-16;16;1;0;3
01;2020-04-17;8;2;3;9
01;2020-04-18;31;3;5;4
01;2020-04-19;3;1;0;1
01;2020-04-20;4;1;2;3
01;2020-04-21;12;3;2;11
01;2020-04-22;13;1;4;15
01;2020-04-23;9;0;4;9
01;2020-04-24;6;0;1;5
01;2020-04-25;4;0;2;5
01;2020-04-26;4;0;0;1
01;2020-04-27;4;0;0;7
01;2020-04-28;3;0;3;4
01;2020-04-29;14;0;1;11
01;2020-04-30;7;2;1;8
01;2020-05-01;4;0;1;5
01;2020-05-02;1;1;0;0
02;2020-03-19;38;9;10;15
02;2020-03-20;10;3;3;9
02;2020-03-21;29;3;1;9
02;2020-03-22;13;1;3;8
02;2020-03-23;27;1;2;5
02;2020-03-24;46;4;3;23
02;2020-03-25;15;5;1;8
02;2020-03-26;23;3;2;10
02;2020-03-27;16;3;1;5
02;2020-03-28;26;2;4;13
02;2020-03-29;5;1;1;1
02;2020-03-30;9;4;2;3
02;2020-03-31;58;6;7;41
02;2020-04-01;41;4;8;13
02;2020-04-02;57;1;8;27
02;2020-04-03;58;4;18;16
02;2020-04-04;42;4;10;19
02;2020-04-05;8;0;6;2
02;2020-04-06;14;1;6;7
02;2020-04-07;69;4;9;31
02;2020-04-08;21;5;4;13
02;2020-04-09;39;4;9;20
02;2020-04-10;33;6;8;14
02;2020-04-11;25;0;4;22
02;2020-04-12;8;1;2;2
02;2020-04-13;9;0;5;1
02;2020-04-14;9;2;5;16
02;2020-04-15;28;4;3;25
02;2020-04-16;13;1;4;14
02;2020-04-17;18;1;6;12
02;2020-04-18;12;0;3;10
02;2020-04-19;8;1;1;1
02;2020-04-20;106;7;6;70
02;2020-04-21;93;1;13;90
02;2020-04-22;29;1;5;39
02;2020-04-23;24;1;1;20
02;2020-04-24;26;1;3;14
02;2020-04-25;10;0;4;12
02;2020-04-26;11;0;3;0
02;2020-04-27;4;0;2;8
02;2020-04-28;29;4;5;20
02;2020-04-29;15;4;5;18
02;2020-04-30;17;1;1;16
02;2020-05-01;6;1;2;11
02;2020-05-02;6;0;0;3
03;2020-03-19;3;1;0;6
03;2020-03-20;4;0;0;3
03;2020-03-21;5;0;0;1
03;2020-03-22;2;0;0;2
03;2020-03-23;11;1;1;4
03;2020-03-24;2;0;0;0
03;2020-03-25;6;1;0;4
03;2020-03-26;11;1;1;6
03;2020-03-27;6;2;2;1
03;2020-03-28;9;1;0;4
03;2020-03-29;3;3;0;1
03;2020-03-30;14;4;0;6
03;2020-03-31;5;2;1;3
03;2020-04-01;9;1;0;7
03;2020-04-02;5;3;1;6
03;2020-04-03;5;0;1;1
03;2020-04-04;6;0;0;2
03;2020-04-05;6;4;1;4
03;2020-04-06;6;1;0;2
03;2020-04-07;5;0;0;4
03;2020-04-08;10;3;2;2
03;2020-04-09;3;1;0;0
03;2020-04-10;6;2;0;6
03;2020-04-11;8;1;2;2
03;2020-04-12;4;0;1;6
03;2020-04-13;3;0;0;3
03;2020-04-14;6;2;3;0
03;2020-04-15;2;0;1;4
03;2020-04-16;4;0;2;1
03;2020-04-17;2;0;0;1
03;2020-04-18;2;0;3;3
03;2020-04-19;0;1;0;0
03;2020-04-20;5;0;0;0
03;2020-04-21;5;0;1;9
03;2020-04-22;5;1;1;4
03;2020-04-23;3;0;0;4
03;2020-04-24;2;0;1;3
03;2020-04-25;5;0;0;3
03;2020-04-26;3;0;0;1
03;2020-04-27;0;0;0;1
03;2020-04-28;1;0;1;4
03;2020-04-29;0;2;1;4
03;2020-04-30;2;0;0;3
03;2020-05-01;2;0;1;1
03;2020-05-02;2;0;0;1
04;2020-03-19;1;0;0;1
04;2020-03-20;0;0;0;0
04;2020-03-21;1;0;0;0
04;2020-03-22;0;0;0;0
04;2020-03-23;0;0;0;0
04;2020-03-24;0;0;0;0
04;2020-03-25;17;0;0;13
04;2020-03-26;1;0;0;0
04;2020-03-27;4;0;0;2
04;2020-03-28;4;0;0;3
04;2020-03-29;0;0;0;0
04;2020-03-30;15;3;1;8
04;2020-03-31;5;0;1;3
04;2020-04-01;4;1;0;2
04;2020-04-02;15;0;1;13
04;2020-04-03;5;1;0;1
04;2020-04-04;0;0;0;0
04;2020-04-05;2;2;0;0
04;2020-04-06;11;0;1;5
04;2020-04-07;1;0;0;7
04;2020-04-08;3;0;0;2
04;2020-04-09;1;0;0;0
04;2020-04-10;6;1;0;3
04;2020-04-11;3;1;0;4
04;2020-04-12;0;0;1;0
04;2020-04-13;0;0;0;0
04;2020-04-14;8;0;0;8
04;2020-04-15;4;0;0;1
04;2020-04-16;0;0;1;2
04;2020-04-17;1;0;0;1
04;2020-04-18;1;0;0;1
04;2020-04-19;6;0;0;2
04;2020-04-20;10;0;0;2
04;2020-04-21;1;0;1;4
04;2020-04-22;4;0;0;8
04;2020-04-23;3;0;0;4
04;2020-04-24;3;0;0;2
04;2020-04-25;1;0;0;2
04;2020-04-26;0;0;0;0
04;2020-04-27;1;0;0;3
04;2020-04-28;2;0;0;2
04;2020-04-29;1;1;0;1
04;2020-04-30;2;0;0;1
04;2020-05-01;0;0;1;0
04;2020-05-02;0;0;0;0
05;2020-03-19;4;0;0;1
05;2020-03-20;2;0;0;0
05;2020-03-21;3;0;0;1
05;2020-03-22;3;0;0;0
05;2020-03-23;5;3;0;2
05;2020-03-24;4;1;1;4
05;2020-03-25;7;0;0;3
05;2020-03-26;7;2;0;1
05;2020-03-27;5;1;0;2
05;2020-03-28;4;0;0;4
05;2020-03-29;8;2;0;1
05;2020-03-30;9;0;0;6
05;2020-03-31;7;1;0;3
05;2020-04-01;7;2;0;0
05;2020-04-02;8;5;0;2
05;2020-04-03;6;2;0;0
05;2020-04-04;1;1;0;5
05;2020-04-05;2;0;0;3
05;2020-04-06;6;1;1;1
05;2020-04-07;2;1;0;2
05;2020-04-08;2;2;0;5
05;2020-04-09;1;0;0;8
05;2020-04-10;2;0;0;4
05;2020-04-11;1;0;0;3
05;2020-04-12;1;0;1;0
05;2020-04-13;2;0;0;2
05;2020-04-14;0;0;0;4
05;2020-04-15;4;0;1;5
05;2020-04-16;2;0;0;3
05;2020-04-17;1;0;1;1
05;2020-04-18;2;0;1;4
05;2020-04-19;0;0;0;0
05;2020-04-20;0;1;0;0
05;2020-04-21;6;0;0;2
05;2020-04-22;1;0;0;1
05;2020-04-23;1;0;0;1
05;2020-04-24;1;0;0;3
05;2020-04-25;3;0;0;1
05;2020-04-26;0;0;0;0
05;2020-04-27;0;0;0;5
05;2020-04-28;0;0;0;1
05;2020-04-29;0;0;2;0
05;2020-04-30;3;0;0;0
05;2020-05-01;1;0;0;0
05;2020-05-02;2;0;0;0
06;2020-03-19;12;4;0;4
06;2020-03-20;22;3;2;10
06;2020-03-21;5;0;2;1
06;2020-03-22;2;1;2;2
06;2020-03-23;22;5;0;0
06;2020-03-24;12;1;0;23
06;2020-03-25;29;5;1;8
06;2020-03-26;17;1;3;5
06;2020-03-27;19;4;0;5
06;2020-03-28;22;4;3;11
06;2020-03-29;19;5;2;10
06;2020-03-30;11;5;3;1
06;2020-03-31;22;3;3;7
06;2020-04-01;40;9;6;18
06;2020-04-02;43;17;3;9
06;2020-04-03;36;9;3;9
06;2020-04-04;38;12;3;18
06;2020-04-05;11;2;5;4
06;2020-04-06;31;11;4;10
06;2020-04-07;37;11;1;13
06;2020-04-08;32;16;8;16
06;2020-04-09;26;5;5;11
06;2020-04-10;39;7;2;14
06;2020-04-11;11;2;4;20
06;2020-04-12;6;2;1;2
06;2020-04-13;22;4;7;8
06;2020-04-14;28;4;6;14
06;2020-04-15;13;1;4;15
06;2020-04-16;18;2;3;13
06;2020-04-17;25;3;8;29
06;2020-04-18;17;1;2;3
06;2020-04-19;5;0;1;0
06;2020-04-20;19;4;9;14
06;2020-04-21;12;0;1;14
06;2020-04-22;22;4;2;14
06;2020-04-23;11;3;1;13
06;2020-04-24;11;5;7;5
06;2020-04-25;6;1;4;14
06;2020-04-26;5;5;1;3
06;2020-04-27;10;3;4;2
06;2020-04-28;14;4;2;14
06;2020-04-29;11;7;0;11
06;2020-04-30;4;2;5;15
06;2020-05-01;6;1;1;14
06;2020-05-02;0;0;1;24
07;2020-03-19;7;1;0;0
07;2020-03-20;7;1;1;3
07;2020-03-21;6;0;0;1
07;2020-03-22;3;1;0;0
07;2020-03-23;7;0;1;0
07;2020-03-24;8;2;1;1
07;2020-03-25;45;1;1;33
07;2020-03-26;12;2;1;5
07;2020-03-27;12;2;4;6
07;2020-03-28;34;1;1;21
07;2020-03-29;8;1;1;1
07;2020-03-30;21;1;1;12
07;2020-03-31;33;5;1;20
07;2020-04-01;15;1;4;11
07;2020-04-02;13;3;6;10
07;2020-04-03;19;2;1;5
07;2020-04-04;1;0;2;7
07;2020-04-05;6;1;0;0
07;2020-04-06;24;4;4;9
07;2020-04-07;15;1;2;10
07;2020-04-08;9;3;3;6
07;2020-04-09;7;2;3;10
07;2020-04-10;10;2;2;10
07;2020-04-11;2;1;0;6
07;2020-04-12;2;1;0;2
07;2020-04-13;10;0;3;1
07;2020-04-14;11;3;3;8
07;2020-04-15;7;1;0;12
07;2020-04-16;4;0;0;3
07;2020-04-17;14;1;3;9
07;2020-04-18;8;0;1;6
07;2020-04-19;1;0;0;0
07;2020-04-20;3;1;3;9
07;2020-04-21;6;3;1;5
07;2020-04-22;4;0;1;5
07;2020-04-23;8;0;2;10
07;2020-04-24;3;1;0;1
07;2020-04-25;6;2;2;7
07;2020-04-26;7;0;1;1
07;2020-04-27;10;0;6;2
07;2020-04-28;50;2;2;6
07;2020-04-29;3;1;1;4
07;2020-04-30;28;0;1;25
07;2020-05-01;10;0;1;8
07;2020-05-02;2;0;0;3
08;2020-03-19;1;1;0;0
08;2020-03-20;0;0;0;0
08;2020-03-21;2;0;0;0
08;2020-03-22;1;0;0;0
08;2020-03-23;1;1;0;0
08;2020-03-24;0;0;0;1
08;2020-03-25;2;1;0;0
08;2020-03-26;8;4;0;0
08;2020-03-27;0;1;0;0
08;2020-03-28;11;0;0;0
08;2020-03-29;7;3;0;2
08;2020-03-30;0;0;0;0
08;2020-03-31;23;8;0;4
08;2020-04-01;7;0;1;0
08;2020-04-02;13;1;0;2
08;2020-04-03;5;0;1;3
08;2020-04-04;11;2;1;7
08;2020-04-05;10;0;1;3
08;2020-04-06;8;0;2;7
08;2020-04-07;13;1;0;7
08;2020-04-08;0;0;1;2
08;2020-04-09;11;2;2;5
08;2020-04-10;9;0;2;8
08;2020-04-11;3;1;2;5
08;2020-04-12;23;0;4;9
08;2020-04-13;0;0;0;0
08;2020-04-14;9;3;4;5
08;2020-04-15;7;1;4;8
08;2020-04-16;3;0;0;5
08;2020-04-17;14;3;2;9
08;2020-04-18;11;1;5;7
08;2020-04-19;6;0;3;3
08;2020-04-20;3;0;5;0
08;2020-04-21;4;0;1;2
08;2020-04-22;10;2;2;6
08;2020-04-23;2;0;0;1
08;2020-04-24;4;1;0;1
08;2020-04-25;3;1;1;1
08;2020-04-26;4;0;0;3
08;2020-04-27;3;0;2;1
08;2020-04-28;1;0;0;0
08;2020-04-29;4;0;0;7
08;2020-04-30;0;0;0;1
08;2020-05-01;3;0;2;0
08;2020-05-02;2;0;0;0
09;2020-03-19;0;0;0;0
09;2020-03-20;1;0;0;0
09;2020-03-21;1;0;0;1
09;2020-03-22;1;0;0;0
09;2020-03-23;1;2;0;0
09;2020-03-24;0;0;0;0
09;2020-03-25;5;0;0;1
09;2020-03-26;0;0;0;0
09;2020-03-27;1;0;0;0
09;2020-03-28;0;0;0;0
09;2020-03-29;0;1;0;0
09;2020-03-30;2;1;0;0
09;2020-03-31;3;0;0;2
09;2020-04-01;5;3;0;1
09;2020-04-02;2;0;1;1
09;2020-04-03;0;0;0;0
09;2020-04-04;1;0;0;2
09;2020-04-05;3;0;0;0
09;2020-04-06;1;0;0;1
09;2020-04-07;2;0;0;1
09;2020-04-08;3;0;0;1
09;2020-04-09;1;0;0;1
09;2020-04-10;1;0;0;4
09;2020-04-11;0;0;0;0
09;2020-04-12;1;0;0;0
09;2020-04-13;0;0;0;0
09;2020-04-14;0;0;0;0
09;2020-04-15;2;0;0;0
09;2020-04-16;0;0;0;0
09;2020-04-17;2;1;1;4
09;2020-04-18;0;0;0;0
09;2020-04-19;0;0;0;1
09;2020-04-20;1;0;0;1
09;2020-04-21;0;0;0;1
09;2020-04-22;0;0;0;0
09;2020-04-23;1;0;0;0
09;2020-04-24;1;0;0;4
09;2020-04-25;0;0;0;0
09;2020-04-26;0;0;0;0
09;2020-04-27;0;0;0;1
09;2020-04-28;0;0;0;0
09;2020-04-29;0;0;0;0
09;2020-04-30;0;0;0;0
09;2020-05-01;0;0;0;3
09;2020-05-02;0;0;0;0
10;2020-03-19;6;2;0;0
10;2020-03-20;2;0;0;0
10;2020-03-21;6;2;0;0
10;2020-03-22;9;0;0;0
10;2020-03-23;10;0;2;0
10;2020-03-24;3;0;0;0
10;2020-03-25;17;5;4;3
10;2020-03-26;12;2;0;0
10;2020-03-27;4;0;0;0
10;2020-03-28;4;0;1;0
10;2020-03-29;1;0;0;0
10;2020-03-30;6;0;0;1
10;2020-03-31;13;1;1;0
10;2020-04-01;34;5;10;17
10;2020-04-02;23;2;2;3
10;2020-04-03;9;0;1;1
10;2020-04-04;39;5;10;2
10;2020-04-05;10;1;3;0
10;2020-04-06;3;0;1;0
10;2020-04-07;13;2;3;3
10;2020-04-08;29;2;9;24
10;2020-04-09;157;5;11;95
10;2020-04-10;62;0;1;49
10;2020-04-11;9;0;2;0
10;2020-04-12;24;0;0;1
10;2020-04-13;24;0;1;1
10;2020-04-14;19;1;3;0
10;2020-04-15;11;0;5;14
10;2020-04-16;18;0;2;18
10;2020-04-17;13;0;2;13
10;2020-04-18;6;0;0;1
10;2020-04-19;4;1;2;0
10;2020-04-20;12;0;6;19
10;2020-04-21;7;5;4;10
10;2020-04-22;37;0;7;27
10;2020-04-23;29;1;5;14
10;2020-04-24;29;0;4;27
10;2020-04-25;12;0;3;2
10;2020-04-26;0;0;1;0
10;2020-04-27;6;0;2;7
10;2020-04-28;30;5;1;22
10;2020-04-29;26;4;3;27
10;2020-04-30;16;3;2;10
10;2020-05-01;19;0;1;18
10;2020-05-02;13;2;0;3
11;2020-03-19;19;5;3;4
11;2020-03-20;10;2;2;1
11;2020-03-21;2;0;3;0
11;2020-03-22;5;1;1;0
11;2020-03-23;14;4;0;0
11;2020-03-24;5;1;2;0
11;2020-03-25;12;1;3;4
11;2020-03-26;13;3;1;6
11;2020-03-27;12;2;0;3
11;2020-03-28;22;5;2;8
11;2020-03-29;18;1;0;1
11;2020-03-30;19;2;1;1
11;2020-03-31;14;0;2;3
11;2020-04-01;17;3;2;7
11;2020-04-02;31;1;0;6
11;2020-04-03;7;1;4;3
11;2020-04-04;8;1;0;3
11;2020-04-05;8;0;3;6
11;2020-04-06;7;2;4;4
11;2020-04-07;13;2;0;9
11;2020-04-08;4;0;3;5
11;2020-04-09;3;1;2;5
11;2020-04-10;6;2;1;7
11;2020-04-11;7;0;0;5
11;2020-04-12;17;0;1;0
11;2020-04-13;13;1;2;0
11;2020-04-14;4;0;1;2
11;2020-04-15;4;0;0;10
11;2020-04-16;3;0;0;4
11;2020-04-17;7;1;0;7
11;2020-04-18;7;0;1;9
11;2020-04-19;3;1;0;0
11;2020-04-20;2;0;1;1
11;2020-04-21;11;1;1;6
11;2020-04-22;1;0;1;2
11;2020-04-23;1;0;1;5
11;2020-04-24;5;0;2;3
11;2020-04-25;3;0;1;5
11;2020-04-26;1;0;1;2
11;2020-04-27;3;1;0;0
11;2020-04-28;8;2;1;7
11;2020-04-29;0;0;0;2
11;2020-04-30;7;0;2;11
11;2020-05-01;5;0;0;1
11;2020-05-02;1;0;0;1
12;2020-03-19;4;0;1;1
12;2020-03-20;4;0;0;1
12;2020-03-21;1;0;0;1
12;2020-03-22;2;0;0;0
12;2020-03-23;1;0;0;0
12;2020-03-24;6;1;0;1
12;2020-03-25;3;1;0;5
12;2020-03-26;8;2;3;0
12;2020-03-27;6;1;1;3
12;2020-03-28;13;0;1;3
12;2020-03-29;2;0;0;0
12;2020-03-30;10;2;0;3
12;2020-03-31;6;2;0;2
12;2020-04-01;4;0;1;0
12;2020-04-02;9;1;0;3
12;2020-04-03;13;1;1;2
12;2020-04-04;10;2;2;5
12;2020-04-05;3;0;2;3
12;2020-04-06;6;0;0;1
12;2020-04-07;4;0;1;7
12;2020-04-08;3;0;1;5
12;2020-04-09;4;1;1;3
12;2020-04-10;7;2;2;6
12;2020-04-11;8;0;0;2
12;2020-04-12;2;0;1;0
12;2020-04-13;3;0;1;1
12;2020-04-14;1;0;0;2
12;2020-04-15;3;0;0;4
12;2020-04-16;1;0;0;1
12;2020-04-17;5;0;0;2
12;2020-04-18;8;0;0;2
12;2020-04-19;1;0;0;2
12;2020-04-20;4;0;0;1
12;2020-04-21;1;0;1;2
12;2020-04-22;3;0;0;6
12;2020-04-23;3;0;0;6
12;2020-04-24;0;0;0;13
12;2020-04-25;0;0;0;2
12;2020-04-26;0;0;0;0
12;2020-04-27;0;0;0;0
12;2020-04-28;0;0;0;3
12;2020-04-29;0;0;1;2
12;2020-04-30;1;0;1;4
12;2020-05-01;0;0;0;5
12;2020-05-02;0;0;0;4
13;2020-03-19;92;18;0;43
13;2020-03-20;44;5;0;7
13;2020-03-21;63;12;0;21
13;2020-03-22;48;1;0;11
13;2020-03-23;80;16;0;30
13;2020-03-24;94;20;3;30
13;2020-03-25;80;5;5;65
13;2020-03-26;115;21;4;53
13;2020-03-27;136;16;4;38
13;2020-03-28;109;16;3;27
13;2020-03-29;119;27;7;6
13;2020-03-30;138;34;5;22
13;2020-03-31;166;22;12;101
13;2020-04-01;141;29;8;94
13;2020-04-02;106;21;10;33
13;2020-04-03;160;29;14;67
13;2020-04-04;98;15;11;62
13;2020-04-05;77;10;6;19
13;2020-04-06;149;18;25;45
13;2020-04-07;67;10;16;138
13;2020-04-08;137;19;8;71
13;2020-04-09;75;10;10;120
13;2020-04-10;127;30;6;62
13;2020-04-11;47;9;13;56
13;2020-04-12;85;9;2;11
13;2020-04-13;41;8;7;16
13;2020-04-14;96;12;17;74
13;2020-04-15;86;15;10;60
13;2020-04-16;85;16;19;76
13;2020-04-17;119;13;11;67
13;2020-04-18;60;9;9;85
13;2020-04-19;26;7;6;82
13;2020-04-20;84;21;19;55
13;2020-04-21;106;7;20;82
13;2020-04-22;115;7;30;84
13;2020-04-23;70;15;9;57
13;2020-04-24;80;17;25;82
13;2020-04-25;53;6;9;68
13;2020-04-26;32;4;4;5
13;2020-04-27;58;9;15;33
13;2020-04-28;54;7;11;76
13;2020-04-29;62;8;8;51
13;2020-04-30;29;6;9;63
13;2020-05-01;32;1;6;32
13;2020-05-02;34;0;2;12
14;2020-03-19;3;0;0;1
14;2020-03-20;1;0;1;2
14;2020-03-21;7;3;0;1
14;2020-03-22;10;2;0;0
14;2020-03-23;11;2;0;2
14;2020-03-24;5;5;0;2
14;2020-03-25;18;5;0;1
14;2020-03-26;9;3;0;4
14;2020-03-27;16;5;1;1
14;2020-03-28;23;8;0;4
14;2020-03-29;16;4;0;1
14;2020-03-30;7;1;5;1
14;2020-03-31;11;6;0;4
14;2020-04-01;24;7;1;7
14;2020-04-02;20;9;1;0
14;2020-04-03;11;6;2;8
14;2020-04-04;10;5;2;14
14;2020-04-05;15;3;3;1
14;2020-04-06;20;5;7;7
14;2020-04-07;15;0;3;6
14;2020-04-08;13;3;3;4
14;2020-04-09;7;2;2;5
14;2020-04-10;13;1;1;1
14;2020-04-11;10;1;2;10
14;2020-04-12;9;0;2;8
14;2020-04-13;2;0;1;4
14;2020-04-14;7;0;5;5
14;2020-04-15;9;1;5;6
14;2020-04-16;3;4;1;8
14;2020-04-17;7;2;2;10
14;2020-04-18;8;0;0;9
14;2020-04-19;9;2;1;1
14;2020-04-20;3;0;1;1
14;2020-04-21;11;1;1;8
14;2020-04-22;3;1;0;4
14;2020-04-23;2;1;1;4
14;2020-04-24;12;2;1;3
14;2020-04-25;1;0;1;0
14;2020-04-26;1;1;0;0
14;2020-04-27;1;0;0;1
14;2020-04-28;7;1;2;7
14;2020-04-29;10;0;2;11
14;2020-04-30;0;0;1;2
14;2020-05-01;6;1;0;5
14;2020-05-02;4;0;2;1
15;2020-03-19;1;0;0;0
15;2020-03-20;1;0;0;0
15;2020-03-21;1;0;0;0
15;2020-03-22;0;1;0;0
15;2020-03-23;0;0;0;0
15;2020-03-24;2;1;0;0
15;2020-03-25;1;1;0;1
15;2020-03-26;0;0;0;1
15;2020-03-27;1;0;0;0
15;2020-03-28;1;0;0;0
15;2020-03-29;0;0;0;0
15;2020-03-30;3;0;0;0
15;2020-03-31;3;1;0;0
15;2020-04-01;1;1;0;1
15;2020-04-02;8;0;0;1
15;2020-04-03;3;2;0;0
15;2020-04-04;1;0;0;0
15;2020-04-05;2;1;0;0
15;2020-04-06;2;0;0;0
15;2020-04-07;0;1;0;3
15;2020-04-08;2;1;0;2
15;2020-04-09;2;0;0;1
15;2020-04-10;0;0;0;0
15;2020-04-11;0;0;0;0
15;2020-04-12;1;0;0;0
15;2020-04-13;1;0;0;0
15;2020-04-14;1;2;0;1
15;2020-04-15;1;0;0;2
15;2020-04-16;1;1;0;1
15;2020-04-17;1;0;0;6
15;2020-04-18;0;0;0;1
15;2020-04-19;5;0;0;0
15;2020-04-20;1;1;0;0
15;2020-04-21;3;0;1;0
15;2020-04-22;1;0;0;2
15;2020-04-23;1;0;3;1
15;2020-04-24;0;0;1;3
15;2020-04-25;0;0;0;0
15;2020-04-26;0;0;0;0
15;2020-04-27;6;0;1;0
15;2020-04-28;3;0;0;2
15;2020-04-29;0;0;0;0
15;2020-04-30;0;1;0;0
15;2020-05-01;0;0;0;0
15;2020-05-02;1;0;0;0
16;2020-03-19;1;0;0;2
16;2020-03-20;1;0;0;0
16;2020-03-21;2;1;0;0
16;2020-03-22;3;2;1;0
16;2020-03-23;2;2;0;0
16;2020-03-24;8;0;1;0
16;2020-03-25;12;1;2;0
16;2020-03-26;5;0;0;4
16;2020-03-27;10;2;0;2
16;2020-03-28;2;1;2;4
16;2020-03-29;10;2;1;1
16;2020-03-30;6;0;2;0
16;2020-03-31;4;0;1;6
16;2020-04-01;6;1;0;2
16;2020-04-02;4;1;1;2
16;2020-04-03;4;1;0;4
16;2020-04-04;1;1;0;1
16;2020-04-05;3;0;2;1
16;2020-04-06;0;0;1;1
16;2020-04-07;0;0;1;2
16;2020-04-08;3;1;1;2
16;2020-04-09;0;0;0;0
16;2020-04-10;1;1;0;2
16;2020-04-11;0;0;0;0
16;2020-04-12;1;0;0;1
16;2020-04-13;0;0;0;0
16;2020-04-14;0;0;0;0
16;2020-04-15;0;0;1;0
16;2020-04-16;0;0;0;2
16;2020-04-17;1;0;0;0
16;2020-04-18;0;0;0;1
16;2020-04-19;2;0;0;0
16;2020-04-20;0;0;1;0
16;2020-04-21;0;0;0;0
16;2020-04-22;0;0;0;2
16;2020-04-23;0;0;0;0
16;2020-04-24;0;0;0;1
16;2020-04-25;0;0;0;0
16;2020-04-26;0;0;0;0
16;2020-04-27;0;0;0;0
16;2020-04-28;0;0;1;0
16;2020-04-29;0;0;0;0
16;2020-04-30;0;0;0;4
16;2020-05-01;1;0;0;0
16;2020-05-02;0;0;0;0
17;2020-03-19;2;0;0;0
17;2020-03-20;2;1;0;0
17;2020-03-21;4;2;0;2
17;2020-03-22;2;1;0;1
17;2020-03-23;3;1;0;1
17;2020-03-24;14;0;0;0
17;2020-03-25;10;0;0;1
17;2020-03-26;28;7;0;8
17;2020-03-27;9;2;0;1
17;2020-03-28;10;5;1;3
17;2020-03-29;11;5;2;1
17;2020-03-30;17;3;3;1
17;2020-03-31;9;3;3;6
17;2020-04-01;18;3;1;4
17;2020-04-02;10;2;1;2
17;2020-04-03;11;0;0;0
17;2020-04-04;8;0;0;4
17;2020-04-05;7;2;2;3
17;2020-04-06;6;1;2;2
17;2020-04-07;17;1;4;5
17;2020-04-08;22;2;2;8
17;2020-04-09;7;0;0;5
17;2020-04-10;5;1;0;3
17;2020-04-11;7;0;1;2
17;2020-04-12;8;0;1;0
17;2020-04-13;7;0;0;1
17;2020-04-14;13;1;2;2
17;2020-04-15;7;2;2;4
17;2020-04-16;2;0;0;3
17;2020-04-17;3;1;1;1
17;2020-04-18;6;2;0;4
17;2020-04-19;0;0;1;0
17;2020-04-20;3;0;3;1
17;2020-04-21;3;0;0;3
17;2020-04-22;1;0;1;0
17;2020-04-23;5;0;1;4
17;2020-04-24;0;0;3;2
17;2020-04-25;0;0;0;1
17;2020-04-26;0;0;3;1
17;2020-04-27;4;1;1;0
17;2020-04-28;0;0;0;3
17;2020-04-29;0;0;0;1
17;2020-04-30;2;1;2;6
17;2020-05-01;0;0;0;1
17;2020-05-02;1;0;0;2
18;2020-03-19;0;0;0;0
18;2020-03-20;0;0;0;0
18;2020-03-21;0;0;0;0
18;2020-03-22;0;0;0;0
18;2020-03-23;0;0;0;0
18;2020-03-24;3;2;0;1
18;2020-03-25;5;3;0;0
18;2020-03-26;3;1;1;0
18;2020-03-27;5;0;1;2
18;2020-03-28;6;3;2;0
18;2020-03-29;2;0;0;0
18;2020-03-30;16;4;2;0
18;2020-03-31;10;2;2;1
18;2020-04-01;5;1;3;1
18;2020-04-02;6;1;3;3
18;2020-04-03;10;0;1;3
18;2020-04-04;6;3;1;1
18;2020-04-05;7;1;4;1
18;2020-04-06;14;2;3;2
18;2020-04-07;9;3;2;7
18;2020-04-08;4;0;2;4
18;2020-04-09;10;0;0;1
18;2020-04-10;13;1;2;4
18;2020-04-11;8;1;1;6
18;2020-04-12;2;0;2;0
18;2020-04-13;7;0;4;0
18;2020-04-14;2;0;0;1
18;2020-04-15;5;1;1;2
18;2020-04-16;3;0;1;5
18;2020-04-17;20;0;3;6
18;2020-04-18;3;1;1;0
18;2020-04-19;6;0;1;1
18;2020-04-20;1;0;1;0
18;2020-04-21;16;1;1;4
18;2020-04-22;5;0;4;8
18;2020-04-23;3;0;1;3
18;2020-04-24;4;0;2;2
18;2020-04-25;4;3;1;0
18;2020-04-26;4;0;1;0
18;2020-04-27;6;0;4;1
18;2020-04-28;6;0;1;10
18;2020-04-29;10;0;3;2
18;2020-04-30;3;0;0;5
18;2020-05-01;2;0;0;2
18;2020-05-02;0;0;0;1
19;2020-03-19;1;0;0;0
19;2020-03-20;0;0;0;0
19;2020-03-21;3;0;0;0
19;2020-03-22;1;0;1;0
19;2020-03-23;3;1;1;0
19;2020-03-24;7;2;1;0
19;2020-03-25;4;1;0;0
19;2020-03-26;2;2;0;1
19;2020-03-27;0;0;0;0
19;2020-03-28;14;3;0;0
19;2020-03-29;5;2;0;1
